13	1	0
15	2	0
18	3	1
18	4	1
18	5	1
20	6	1
20	7	1
20	31064	0
20	39331	0
21	8	1
21	9	1
21	10	1
21	11	0
23	12	1
23	13	1
25	293	1
25	16376	0
25	24423	0
25	24538	0
25	24620	0
25	25279	0
25	26740	0
25	28220	0
25	30053	0
25	32458	0
25	36326	0
25	38843	0
25	39801	0
25	44765	0
25	46321	0
25	46916	0
25	47908	0
25	48691	0
25	49296	0
25	49675	0
25	49676	0
25	49677	0
25	49678	0
26	17476	1
27	6	1
27	24014	0
27	24069	0
27	24191	0
27	24192	0
27	24376	0
27	24463	0
27	24612	0
27	24637	0
27	24683	0
27	24769	0
27	24799	0
27	25647	0
27	26360	0
27	26448	0
27	27041	0
27	27451	0
27	27517	0
27	27622	0
27	28017	0
27	28290	0
27	28358	0
27	28506	0
27	28868	0
27	30873	0
27	30905	0
27	30991	0
27	31285	0
27	31775	0
27	32324	0
27	32325	0
27	32326	0
27	32327	0
27	32328	0
27	32329	0
27	32330	0
27	32331	0
27	32332	0
27	32333	0
27	32334	0
27	32335	0
27	33366	0
27	33367	0
27	34195	0
27	36484	0
27	37075	0
27	37159	0
27	37365	0
27	37753	0
27	37997	0
27	38014	0
27	38155	0
27	40636	0
27	40659	0
27	40771	0
27	41878	0
27	42744	0
27	43196	0
27	43475	0
27	43514	0
27	43578	0
27	43586	0
27	43655	0
27	43700	0
27	43735	0
27	43773	0
27	44156	0
27	44501	0
27	44502	0
27	44702	0
27	45330	0
27	47666	0
27	47695	0
27	47867	0
27	48172	0
27	49098	0
27	49514	0
28	14	1
29	15	1
29	16	1
30	17	1
31	5722	1
31	25130	0
31	30150	0
31	32043	0
31	33722	0
31	38538	0
31	40293	0
31	41021	0
32	24	1
32	9923	1
32	9924	0
32	24919	0
32	26789	0
32	28775	0
32	48317	0
32	49037	0
33	3	1
33	18	1
33	19	0
34	20	0
34	20	1
34	21	0
34	49304	0
35	3	1
35	4	1
35	22	1
36	23	1
36	27425	0
36	37335	0
36	48724	0
36	48725	0
37	24	1
38	10	1
38	12	1
38	26073	0
38	34450	0
38	34451	0
38	34452	0
38	36037	0
38	38463	0
38	40529	0
38	41456	0
38	43581	0
38	44063	0
39	25	0
39	25	1
39	26	0
39	27	0
41	10	1
41	12	1
41	28	1
42	8	1
42	10	1
43	8	1
45	8	1
45	10	1
47	8	1
47	37	1
48	24	1
49	10	1
49	12	1
49	46750	0
49	47785	0
49	49150	0
50	10	1
50	12	1
51	10	1
51	12	1
51	29	0
52	3	1
52	19	0
52	30	1
53	12	1
53	24261	0
54	12	1
55	6	1
55	19	0
55	31	0
55	27778	0
55	37641	0
56	12	1
57	6	1
58	3	1
58	19	0
58	30	1
59	32	0
59	32	1
59	33	0
59	25060	0
59	29902	0
59	43875	0
59	48411	0
60	10	1
60	34	1
61	35	1
61	36	1
61	23781	0
61	24547	0
61	24828	0
61	27713	0
61	30927	0
61	43787	0
61	44997	0
61	47974	0
62	37	1
63	6	1
64	10	1
64	3764	0
65	544	1
65	4006	0
65	4007	0
65	23913	0
65	23926	0
65	23935	0
65	23939	0
65	23969	0
65	24012	0
65	24038	0
65	24049	0
65	24050	0
65	24056	0
65	24082	0
65	24083	0
65	24084	0
65	24115	0
65	24119	0
65	24129	0
65	24130	0
65	24160	0
65	24161	0
65	24170	0
65	24171	0
65	24172	0
65	24203	0
65	24214	0
65	24219	0
65	24242	0
65	24271	0
65	24277	0
65	24278	0
65	24282	0
65	24292	0
65	24300	0
65	24304	0
65	24306	0
65	24307	0
65	24331	0
65	24336	0
65	24337	0
65	24338	0
65	24339	0
65	24344	0
65	24351	0
65	24378	0
65	24386	0
65	24390	0
65	24417	0
65	24421	0
65	24462	0
65	24491	0
65	24535	0
65	24545	0
65	24546	0
65	24555	0
65	24562	0
65	24583	0
65	24591	0
65	24607	0
65	24612	0
65	24645	0
65	24646	0
65	24647	0
65	24648	0
65	24649	0
65	24657	0
65	24658	0
65	24681	0
65	24684	0
65	24685	0
65	24696	0
65	24697	0
65	24698	0
65	24701	0
65	24702	0
65	24703	0
65	24704	0
65	24711	0
65	24712	0
65	24715	0
65	24716	0
65	24717	0
65	24718	0
65	24719	0
65	24720	0
65	24721	0
65	24724	0
65	24734	0
65	24736	0
65	24737	0
65	24747	0
65	24748	0
65	24749	0
65	24757	0
65	24758	0
65	24759	0
65	24760	0
65	24761	0
65	24763	0
65	24764	0
65	24765	0
65	24766	0
65	24770	0
65	24778	0
65	24780	0
